"trawl","plank","fish","region"
1277,11.8,247.711806846258,"A2"
1278,22.4,309.232107782515,"L3"
1279,38.4,1122.64640951343,"A2"
1280,23.7,367.193671180547,"I4"
1281,28.7,301.057549934862,"I4"
1282,26.4,367.856586910386,"I4"
1283,20.6,270.719735773134,"A2"
1284,22.5,287.635280628649,"E7"
1287,22.1,400.41646485333,"L3"
1288,26.2,615.988161264457,"A2"
1290,34.8,1457.99733570877,"H5"
1291,13,220.358616366735,"A2"
1292,16.8,248.48562265062,"L3"
1294,21.8,252.219361657469,"E7"
1295,21,232.152208479879,"A2"
1296,18.4,298.703610160994,"I4"
1297,26.1,336.246691039163,"I4"
1298,16.4,261.327180605241,"L3"
1299,22.8,382.834226968749,"L3"
1300,15.9,151.832768340653,"L3"
1301,20.9,229.517021224797,"L3"
1302,34.1,786.297097435871,"A2"
1303,27.7,469.622399470793,"I4"
1306,17.1,519.491458132864,"B6"
1307,21.3,310.085499329252,"I4"
1309,22,321.901211247939,"L3"
1310,28.6,421.409749624269,"I4"
1311,16.6,338.363733974626,"A2"
1312,20.6,96.7930488603426,"E7"
1313,25.2,395.130094471042,"I4"
1314,24.7,404.738963698859,"A2"
1315,22.8,386.805572674378,"L3"
1316,26.3,285.853199201657,"E7"
1317,37.8,1182.5618592835,"E7"
1319,22.4,437.255161518168,"A2"
1320,26.8,384.052638622231,"I4"
1321,23,355.012922282688,"F2"
1323,26.5,368.836329027282,"L3"
1324,19.8,254.753744437133,"E7"
1325,17.3,295.377128128399,"A2"
1326,13,145.362962778737,"A2"
1327,46.3,942.641472452252,"G1"
1328,14,176.222687038684,"A2"
1329,28.3,372.402330368899,"I4"
1330,26.8,324.708344955904,"I4"
1331,24.7,446.174084775109,"L3"
1332,18.7,298.609252095623,"L3"
1333,20.8,557.933281604402,"F2"
1334,27.7,254.395708251306,"I4"
1335,18.5,205.814935218756,"A2"
1337,17.4,160.249628454187,"A2"
1338,21.4,595.335823778619,"A2"
1340,28.8,471.20747074352,"I4"
1341,16.5,374.214654666873,"L3"
1343,24.6,398.024585316432,"E7"
1344,20.3,250.974974669861,"A2"
1345,19.4,337.962492215774,"G1"
1346,14.9,418.916033785114,"A2"
1347,15.3,408.483532181139,"H5"
1348,28.2,453.073550274126,"E7"
1349,18.8,388.591707223439,"A2"
1351,27.1,413.664744007357,"I4"
1352,26.6,240.4808292618,"L3"
1354,19.8,343.610776286189,"E7"
1355,33.2,623.164141187793,"L3"
1356,23.1,594.213494618263,"A2"
1357,17.8,513.096019394525,"F2"
1359,26.8,1011.12198106592,"A2"
1360,28,1172.63423380159,"F2"
1361,28.7,1604.13315872983,"F2"
1362,34.1,1971.68800322093,"A2"
1363,41,2360.51146005333,"A2"
1364,51.2,2972.62096725602,"C3"
1365,22.2,741.278113910143,"A2"
1366,28.2,925.709097081974,"A2"
1367,32.7,1596.90490182972,"F2"
1369,34.3,1851.57737609629,"D1"
1370,41.5,2029.44464483452,"A2"
1371,57.8,3266.83593438765,"A2"
1372,27.6,348.559021059216,"I4"
1373,20.9,714.383604959637,"F2"
1374,30.9,961.685897847753,"A2"
1375,32.6,966.742955777696,"I4"
1376,30,1265.36289883783,"E7"
1378,15.1,407.255331529703,"G1"
1379,19.2,568.050648323057,"B6"
1380,28.8,941.386053026743,"H5"
1381,35.7,971.010223158229,"A2"
1383,20.4,636.753573912792,"B6"
1385,25.8,972.309197211893,"H5"
1386,26.3,1139.2259753819,"C3"
1387,30.2,375.353091067304,"A2"
1388,16.4,513.860373731695,"G1"
1389,21.2,654.467739393286,"F2"
1390,21.9,356.40497097897,"E7"
1391,26.2,217.16563714158,"L3"
1392,28,364.081754015848,"L3"
1393,22.7,699.992229581872,"A2"
1394,22.6,746.389329626125,"A2"
1395,31.2,959.316500402995,"F2"
1396,17.2,550.118943938875,"F2"
1397,29.8,679.370561232508,"A2"
1398,14.9,259.949768330814,"A2"
1399,20.1,384.853705928477,"F2"
1400,31.7,466.719217279795,"A2"
1401,31.8,1043.68208574538,"G1"
1403,38.9,2110.18014363335,"A2"
1405,24.4,902.504493249103,"F2"
1406,20.8,544.983534507741,"G1"
1407,38.7,863.562030807696,"A2"
1408,35.9,1480.94057609928,"D1"
1409,27.6,830.109923344237,"B6"
1411,18.6,454.945113392924,"A2"
1413,11.9,183.004515429265,"L3"
1415,24.8,225.535973660816,"A2"
1416,29.3,433.838405637976,"A2"
1417,23.5,741.163199190489,"B6"
1419,39.8,739.871799132602,"A2"
1420,15.9,155.666551747422,"L3"
1421,29.2,1208.17070575151,"H5"
1422,29.1,1413.96169009845,"C3"
1423,17.4,261.631960205158,"F2"
1424,18,292.757240928044,"A2"
1425,43.8,1899.1783855502,"D1"
1426,17.4,175.175185863021,"I4"
1427,30.7,658.526709218417,"I4"
1428,17.1,398.13548573011,"G1"
1429,42,2014.34830680201,"A2"
1430,18.6,252.050791255529,"E7"
1431,29.4,1539.87445813377,"B6"
1434,39,1920.09935136249,"A2"
1435,11.9,117.444503243736,"C3"
1436,18.2,730.537794299986,"C3"
1437,41.1,1720.52755006678,"A2"
1439,29,596.866232192848,"I4"
1440,23,445.122725521632,"H5"
1441,41,2474.12306744122,"A2"
1442,38.9,1196.35510315822,"A2"
1443,15,182.747423592882,"E7"
1445,34,1274.59636791896,"D1"
1446,28.6,996.42143125912,"A2"
1448,39.6,1168.30097325465,"A2"
1450,15.2,203.652600732955,"E7"
1451,36,909.865029411983,"E7"
1453,51.7,2590.25010008277,"A2"
1454,22.1,181.120634670661,"E7"
1456,28.5,431.156568079298,"I4"
1458,19.1,599.04669573208,"B6"
1459,35.3,1960.40498212818,"A2"
1460,20.7,928.510024079566,"C3"
1461,34.1,1709.63788112324,"A2"
1462,20.5,340.036021132036,"F2"
1463,33.3,1469.40222197817,"A2"
1465,19.9,640.2320105049,"C3"
1466,14.5,387.567570363382,"C3"
1468,26.3,464.377246759301,"A2"
1470,28.8,453.23349944353,"A2"
1472,26.7,1361.58120427842,"C3"
1473,23.4,239.086398467814,"I4"
1474,28.9,502.482398476268,"I4"
1476,18,550.084226219338,"F2"
1477,28.4,367.67063315632,"I4"
1478,19.4,548.828560063665,"B6"
1479,17.7,570.79746093648,"C3"
1480,22,413.737533009797,"H5"
1481,27.5,918.202268247848,"C3"
1482,18.1,511.996786719314,"C3"
1483,28,449.776762460436,"I4"
1484,22.9,588.710457815006,"A2"
1485,18.9,200.338493818417,"A2"
1486,31.4,458.078524540374,"I4"
1487,16.3,654.510566810673,"C3"
1488,28.4,754.784454635828,"G1"
1489,16.3,537.058337631829,"C3"
1490,16.4,604.45674211526,"H5"
1492,19.4,679.981480939676,"C3"
1493,20.4,751.918665293818,"A2"
1494,34.3,1044.99616737794,"G1"
1496,26,1093.42308733328,"F2"
1497,28.5,1076.76848734244,"A2"
1499,30.8,1530.7639998767,"D1"
1500,33.1,1816.18476856056,"F2"
1501,14.6,128.868928808274,"A2"
1502,25.8,397.006790424212,"I4"
1505,28.2,1031.74333394996,"A2"
1506,30.4,1073.62165097917,"F2"
1509,17.7,395.857842422953,"F2"
1510,14.9,346.052469355903,"C3"
1511,19.4,590.595488048151,"B6"
1512,39.2,1040.79131279473,"E7"
1513,34.2,1171.47046716996,"A2"
1514,24.7,1094.47723354053,"E7"
1515,29.3,1280.76777240842,"D1"
1516,29.4,1500.88158758545,"C3"
1518,14.4,210.485500776652,"F2"
1519,16.6,510.330661023263,"G1"
1521,21.5,698.162797708304,"A2"
1523,36.4,2167.83579991324,"A2"
1524,25.4,768.033017390742,"A2"
1525,20.5,763.338909050056,"C3"
1526,26.7,1072.72324952512,"A2"
1527,41.7,1429.21975620936,"H5"
1528,28.8,1191.6914344032,"F2"
1529,28.1,507.520669281496,"I4"
1530,18.2,436.133475074893,"A2"
1531,20.4,484.000001551215,"H5"
1532,17.9,569.430428366314,"G1"
1533,25.9,955.762510268051,"E7"
1534,32.4,1412.29145408549,"F2"
1536,40.1,779.773682603111,"G1"
1537,15.1,510.867567795166,"A2"
1538,18.9,556.694066320872,"C3"
1539,22.5,535.105074191353,"A2"
1541,34.6,1152.9557576321,"H5"
1542,21,514.207260556035,"I4"
1543,20.1,518.727416868904,"B6"
1544,21.4,661.666442300703,"A2"
1545,21.8,785.168878089467,"D1"
1546,47.9,2039.27420448492,"D1"
1548,20.1,537.192308476004,"B6"
1549,24.3,812.576986879296,"H5"
1550,29.8,815.890817988735,"A2"
1551,20.1,722.456702925523,"G1"
1552,28.1,1087.92992182435,"C3"
1554,23.3,682.224643208879,"F2"
1555,22.4,641.21255614349,"A2"
1556,30.1,1033.75323279312,"F2"
1557,33.8,1285.4324249644,"B6"
1558,32.2,1319.00353977503,"D1"
1559,20.8,457.876981937375,"A2"
1560,23.4,843.862336695727,"F2"
1561,38.2,1230.30738590322,"H5"
1563,30.1,632.460901934654,"A2"
1564,32,564.252118167514,"I4"
1565,17,636.0133489066,"B6"
1566,23.8,933.858216017164,"A2"
1567,34.9,1500.20046907604,"D1"
1569,15.8,414.015127793745,"A2"
1570,35.9,1231.75151393687,"A2"
1572,31.9,1210.86743982756,"H5"
1574,48.2,2377.50315164917,"A2"
1576,36.2,1052.22086464446,"G1"
1577,29.8,1470.69082482873,"F2"
1578,25.2,378.686866724732,"E7"
1579,15.2,528.062423433066,"A2"
1580,33.9,752.217971724815,"H5"
1583,32.7,1874.45833446622,"A2"
1584,21.8,726.331843595987,"C3"
1585,17.9,762.749402664191,"B6"
1586,22.7,797.549320337771,"C3"
1587,41.6,513.873347313942,"H5"
1588,16.2,528.532422623963,"F2"
1589,32.9,1283.0031112109,"A2"
1590,39.2,1519.02961599654,"D1"
1591,36.4,831.582493527909,"A2"
1594,15.8,323.407989463265,"H5"
1595,28.5,1166.82394902253,"A2"
1597,19.9,688.988129300933,"F2"
1598,33.4,1359.75731883345,"B6"
1599,21.1,821.508841812133,"F2"
1600,24.5,665.06418263283,"F2"
1602,17.8,518.8527120767,"B6"
1604,17.5,288.120181522492,"L3"
1605,20,269.885987002707,"A2"
1606,25.2,420.664402156139,"I4"
1607,17.3,439.811979049662,"A2"
1608,57.4,3011.14860123184,"A2"
1609,32.2,1285.02684899784,"E7"
1610,42.9,1536.74388755436,"H5"
1611,16.4,236.506031031884,"C3"
1613,18,426.571823017973,"A2"
1614,20.5,591.732459442921,"A2"
1616,29,1008.26880243896,"A2"
1617,22.7,437.174690204529,"A2"
1618,20.4,757.992730996006,"F2"
1619,22.5,1015.31343992392,"A2"
1620,35.7,1043.17104474992,"A2"
1621,43.8,2815.79469649328,"F2"
1622,57.1,1376.94219350209,"D1"
1623,24.4,359.044576842378,"L3"
1624,21.4,327.521988046966,"C3"
1625,24.3,317.635946406355,"E7"
1626,57,3076.3796078707,"A2"
1627,16.3,391.484315265206,"F2"
1628,18.4,278.038258452927,"A2"
1629,14.9,280.06393811405,"B6"
1630,25.1,923.165439351985,"B6"
1631,46.2,2350.56578270857,"A2"
1632,23.3,730.651957461529,"A2"
1633,16.2,452.730797980308,"A2"
1635,35,1148.52234115912,"A2"
1636,42.3,2957.14642198102,"F2"
1637,32.3,1674.79571578316,"C3"
1638,13.4,310.597983182161,"A2"
1639,20.6,551.409524342008,"B6"
1640,23,724.114409929985,"G1"
1641,51.3,2622.46761058592,"A2"
1642,30.6,1154.94981693014,"A2"
1643,22.9,205.685977334605,"H5"
1644,17.8,133.142629947216,"A2"
1645,24.6,266.889652131201,"I4"
1646,38.2,2232.74411056086,"A2"
1647,44.2,2603.40701466734,"A2"
1648,22.5,924.927527428347,"F2"
1649,20.2,278.988049283794,"A2"
1650,22,532.431738543359,"E7"
1651,21.2,776.797099981282,"B6"
1652,44.6,3005.11279265214,"A2"
1653,20.7,635.591110262937,"F2"
1655,26.5,421.663648321851,"L3"
1656,23.8,327.018872351679,"I4"
1657,52,2633.4223777152,"A2"
1658,36.3,1077.08021968059,"H5"
1659,19.6,338.365258246238,"A2"
1660,16.3,381.480918098105,"C3"
1661,33,1290.35192076425,"A2"
1662,52.7,2837.70581601875,"A2"
1663,39.3,1249.06750864576,"E7"
1664,22.9,284.405097102558,"E7"
1665,25.6,450.032416140453,"L3"
1666,18.9,466.275512930953,"A2"
1667,20.2,640.225834952812,"A2"
1668,15,215.620564576733,"A2"
1671,20.5,721.200484803376,"F2"
1672,14.2,228.622198493779,"F2"
1674,36.4,705.729097127037,"G1"
1676,19.8,770.887078684501,"F2"
1678,21.2,416.478704150173,"H5"
1679,22.8,817.952439720705,"C3"
1680,33.2,1206.98664657339,"G1"
1682,19.3,438.188897613541,"L3"
1683,22.3,558.934610572299,"F2"
1684,22,470.056231221356,"F2"
1685,20.7,524.137210609312,"G1"
1687,18.2,351.667902176882,"F2"
1688,23.7,748.639321386077,"A2"
1689,40.7,1052.12937477886,"G1"
1690,21,309.038742146489,"I4"
1691,24.3,348.7079467262,"L3"
1692,19.2,458.921177684638,"H5"
1693,25.2,1046.84306895728,"A2"
1695,16.1,365.542319820003,"C3"
1698,34.9,1712.64296703951,"C3"
1699,34.3,1233.32845439421,"E7"
1700,49.2,1610.17296941884,"D1"
1701,39.3,1508.17966246123,"D1"
1702,36.9,1601.84421207881,"A2"
1703,25.6,816.522577382734,"E7"
1705,32.5,1558.00831092615,"C3"
1706,34.8,1540.70570602067,"D1"
1709,33.1,1346.74800206954,"D1"
1710,28.2,1303.79295270387,"A2"
1711,38.5,1849.6364836111,"D1"
1712,21,617.107490431908,"C3"
1714,29.9,1339.55161930329,"D1"
1715,43.7,1541.37452203435,"A2"
1716,32.2,1262.46198262549,"D1"
1717,34.6,1352.50728103417,"A2"
1719,56,2045.9971690984,"A2"
1721,17.6,208.387799460155,"L3"
1722,39.4,1568.14089939555,"A2"
1724,45.7,1578.37969531134,"D1"
1725,37.8,1578.16107418392,"H5"
1727,32,1538.23411588028,"A2"
1728,35.1,1619.24650404123,"D1"
1729,27.7,1160.45914830961,"A2"
1730,35.4,1590.15243074514,"G1"
1731,33,1630.18779733972,"F2"
1732,37.2,1621.0824652046,"A2"
1733,34.8,1753.22668403242,"A2"
1734,35.9,1535.68956850435,"D1"
1735,38.9,2083.05493858508,"D1"
1736,25.6,1034.0185554979,"F2"
1737,33.2,1405.43756240953,"D1"
1738,44.4,1570.66786103851,"D1"
1739,32.6,1640.80250408376,"F2"
1740,28.6,1479.1226729564,"F2"
1741,31.7,1708.27798479979,"F2"
1742,28.4,983.888539169475,"A2"
1744,38.6,2002.58407924238,"D1"
1745,21.2,608.256977369802,"A2"
1746,31.9,1322.66423970625,"A2"
1747,39,1538.03235177786,"A2"
1748,18.4,434.374627565828,"G1"
1749,20.6,605.69379943963,"H5"
1750,25.4,1228.81722398881,"A2"
1751,22.3,713.241469210455,"H5"
1752,25.5,706.255975220419,"F2"
1754,24.4,1260.95860844984,"A2"
1756,18.2,529.210601593856,"B6"
1757,17.8,501.698511408008,"A2"
1758,18.4,480.757505891193,"A2"
1761,28.5,716.94917773007,"A2"
1763,27.4,687.082133478703,"G1"
1764,25.8,513.80974218715,"C3"
1766,27.2,390.648523573989,"E7"
1767,32.6,1129.20730520529,"A2"
1769,24.3,536.750235041531,"A2"
1770,41.3,594.376368135607,"L3"
1771,37,941.681875534941,"A2"
1772,19.1,695.707561109651,"C3"
1773,18.2,566.890041705256,"H5"
1774,35.7,1200.23559998287,"I4"
